Identifier	Participant ID	count	Age.Band	Gender	keep	Expected Kinterm	Compositional Analysis	Which term was provided?	Reciprocal relationship	Task	correct_comp	correct_prod	correct	Referent_ID	Term	Task2	Kin.distance	Genealogical.distance	Half.sibling.merger	Same.sex.sibling.merger	Step.kin.merger	Task_name	Task_name2	Task_name3	Same-sex Sib Merger
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	pugarli	3	pugarli	NA	2	NA	TRUE	TRUE	Referent 8	MBD	2	3	3	0	0	0	production	inapposite	production	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	munak 1	1 + 2S+2H	munak	NA	2	NA	TRUE	TRUE	Referent 116	MMZDD > MMDD > MZD > MD > Z	2	1	5	2	2	0	production	inapposite	production	2
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	munak 1	1 + 2S	mumak	1	3	NA	TRUE	TRUE	Referent 90	MZD>MD>Z	3	1	3	1	1	0	altercentricity	inapposite	altercentric production	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	wakal/newuy	2	wakal	NA	3	NA	TRUE	TRUE	Referent 132	MB	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	wakal/newuy	1 +1S	*	NA	3	NA	FALSE	FALSE	Referent 133	MZ > M	3	1	2	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	thamuny 1M	2 + 1S	thamuny	1	3	NA	TRUE	TRUE	Referent 79	MFB > MF	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	kale 1	1 + 2S+1H	mama	NA	3	NA	FALSE	FALSE	Referent 11	MMZD > MMD > MZ > M	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	nginarr, wakal	4	nginarr	NA	3	NA	TRUE	TRUE	Referent 134	MFZD	3	4	4	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 118	B	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	yile 1	1 + 1S	dedi	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kale 1	1 + 1S	pugarli	NA	1	TRUE	TRUE	TRUE	Referent 135	MZ > M	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 95	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	munak 1	1 + 1S +1H	mumak	NA	1	TRUE	TRUE	TRUE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	mangka	2	mangka	NA	1	TRUE	TRUE	TRUE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	munak 1	1 +2S+2H	mumak	NA	1	TRUE	TRUE	TRUE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	pugarli	3 + 2S	pugarli	NA	1	TRUE	TRUE	TRUE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kaka 2	4	nginarr	NA	1	FALSE	FALSE	FALSE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	thamuny 1M	2	thamuny	NA	1	TRUE	TRUE	TRUE	Referent 136	MF	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	mangka	2 + 1S	*	*	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kale 1 by marriage	1 + 1M	pugarli	NA	1	TRUE	TRUE	TRUE	Referent 114	FW > M	1	1	2	0	0	1	comprehension	inapposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kale 2	4	nginarr	NA	1	FALSE	FALSE	FALSE	Referent 91	FMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kangkurl	3 + 1M	*	*	1	FALSE	FALSE	FALSE	Referent 48	FMBW > FFZ	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	newuy	4	newuy	NA	1	TRUE	TRUE	TRUE	Referent 108	MFFZ	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	thamuny 2	3 + 1S	muluk pule	NA	1	TRUE	TRUE	TRUE	Referent 100	FFZH > FMB, MFFB	1	3	4	0	1	0	comprehension	inapposite	comprehension	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	munak 2	5	mumak	NA	1	TRUE	TRUE	TRUE	Referent 111	FMBDD	1	5	5	0	0	0	comprehension	inapposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	thamuny 2	3	*	*	1	TRUE	TRUE	TRUE	Referent 122	FMB	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	ngathan 2	5	ngathan	NA	2	NA	TRUE	TRUE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	yile 1	1 + 2S+1H	dedi	NA	2	NA	TRUE	TRUE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kaka 1 by marriage	2 + 1M	kaka	NA	2	NA	TRUE	TRUE	Referent 105	FZH > MB	2	2	3	0	0	1	production	inapposite	production	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	kale 1 by marriage	1 + 1S+1M	mama	NA	2	NA	TRUE	TRUE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	pugarli	3	pugarli	NA	2	NA	TRUE	TRUE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	pipi 1	2 + 1S+1H	pipi	NA	2	NA	TRUE	TRUE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	munak 1	1	paba	0	3	NA	FALSE	FALSE	Referent 123	B	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	wakal/newuy	2	wakal	0	3	NA	TRUE	TRUE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	wakal/newuy	2 + 1M	wakal	0	3	NA	TRUE	TRUE	Referent 18	FZH > MB	3	2	3	0	0	1	altercentricity	inapposite	altercentric production	0
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	wakal/newuy	1 + 2S+1H+1M	??	0	3	NA	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	mangka	2 + 1S	mangka	1	3	NA	TRUE	TRUE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 38	Participant 24	24	D 13;4_16	F	TRUE	wakal/newuy	1 + 2S+1H	wakal	0	3	NA	TRUE	TRUE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
